Sample in Buffer,Sample in Window,TRIGGER,pynq_bd_i/xadc_wiz_0_drdy_out,pynq_bd_i/dpp_counter_0_fifo_o[31:0],pynq_bd_i/dpp_counter_0_y[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED
577,577,0,0,10,647
578,578,0,0,10,647
579,579,0,0,10,647
580,580,0,0,10,647
581,581,0,0,10,647
582,582,0,0,10,647
583,583,0,0,10,647
584,584,0,0,10,647
585,585,0,0,10,647
586,586,0,0,10,647
587,587,0,0,10,647
588,588,0,0,10,647
589,589,0,0,10,647
590,590,0,0,10,647
591,591,0,0,10,647
592,592,0,0,10,647
593,593,0,0,10,647
594,594,0,0,10,647
595,595,0,0,10,647
596,596,0,0,10,647
597,597,0,0,10,647
598,598,0,0,10,647
599,599,0,0,10,647
600,600,0,0,10,647
601,601,0,0,10,647
602,602,0,0,10,647
603,603,0,0,10,647
604,604,0,0,10,647
605,605,0,0,10,647
606,606,0,0,10,647
607,607,0,0,10,647
608,608,0,0,10,647
609,609,0,0,10,647
610,610,0,0,10,647
611,611,0,0,10,647
612,612,0,0,10,647
613,613,0,0,10,647
614,614,0,0,10,647
615,615,0,0,10,647
616,616,0,0,10,647
617,617,0,0,10,647
618,618,0,0,10,647
619,619,0,0,10,647
620,620,0,0,10,647
621,621,0,0,10,647
622,622,0,0,10,647
623,623,0,0,10,647
624,624,0,0,10,647
625,625,0,0,10,647
626,626,0,0,10,647
627,627,0,0,10,647
628,628,0,0,10,647
629,629,0,0,10,647
630,630,0,0,10,647
631,631,0,0,10,647
632,632,0,0,10,647
633,633,0,0,10,647
634,634,0,0,10,647
635,635,0,0,10,647
636,636,0,0,10,647
637,637,0,0,10,647
638,638,0,0,10,647
639,639,0,0,10,647
640,640,0,0,10,647
641,641,0,0,10,647
642,642,0,0,10,647
643,643,0,0,10,647
644,644,0,0,10,647
645,645,0,0,10,647
646,646,0,0,10,647
647,647,0,0,10,647
648,648,0,0,10,647
649,649,0,0,10,647
650,650,0,0,10,647
651,651,0,0,10,647
652,652,0,0,10,647
653,653,0,0,10,647
654,654,0,0,10,647
655,655,0,1,3,647
656,656,0,1,5,647
657,657,0,0,5,647
658,658,0,0,5,647
659,659,0,0,5,647
660,660,0,0,5,647
661,661,0,0,5,647
662,662,0,0,5,647
663,663,0,0,5,647
664,664,0,0,5,647
665,665,0,0,5,647
666,666,0,0,5,647
667,667,0,0,5,647
668,668,0,0,5,647
669,669,0,0,5,647
670,670,0,0,5,647
671,671,0,0,5,647
672,672,0,0,5,647
673,673,0,0,5,647
674,674,0,0,5,647
675,675,0,0,5,647
676,676,0,0,5,647
677,677,0,0,5,647
678,678,0,0,5,647
679,679,0,0,5,647
680,680,0,0,5,647
681,681,0,0,5,647
682,682,0,0,5,647
683,683,0,0,5,647
684,684,0,0,5,647
685,685,0,0,5,647
686,686,0,0,5,647
687,687,0,0,5,647
688,688,0,0,5,647
689,689,0,0,5,647
690,690,0,0,5,647
691,691,0,0,5,647
692,692,0,0,5,647
693,693,0,0,5,647
694,694,0,0,5,647
695,695,0,0,5,647
696,696,0,0,5,647
697,697,0,0,5,647
698,698,0,0,5,647
699,699,0,0,5,647
700,700,0,0,5,647
701,701,0,0,5,647
702,702,0,0,5,647
703,703,0,0,5,647
704,704,0,0,5,647
705,705,0,0,5,647
706,706,0,0,5,647
707,707,0,0,5,647
708,708,0,0,5,647
709,709,0,0,5,647
710,710,0,0,5,647
711,711,0,0,5,647
712,712,0,0,5,647
713,713,0,0,5,647
714,714,0,0,5,647
715,715,0,0,5,647
716,716,0,0,5,647
717,717,0,0,5,647
718,718,0,0,5,647
719,719,0,0,5,647
720,720,0,0,5,647
721,721,0,0,5,647
722,722,0,0,5,647
723,723,0,0,5,647
724,724,0,0,5,647
725,725,0,0,5,647
726,726,0,0,5,647
727,727,0,0,5,647
728,728,0,0,5,647
729,729,0,0,5,647
